date,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,niperEBT,ebtperEBIT,ebitperRevenue,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio
2009,36.2011021856577,36.2011021856577,2.5173281970709733,15.076684286793117,2.12783056381064,11.1618749434191,10.50577918285034,10.50577918285034,-18.730396995235893,2.5173281970709733,0.0032194820240332715,7.6973466490925455,36.2011021856577,0.7501546619531595,0.8775399410578564,0.25363915335588955,0.4344755684947675,0.2523211897080809,0.2225784876858919,0.1669682901880557,0.24984533804684048,0.11542959719313514,2.401131541725601,,0.7501546619531595,0.8775399410578564,0.25363915335588955,0.9946718333736982,0.0,24.883015173764072,0.6913264612288194,,,,171.5362144936659,0.0,171.5362144936659,366.9551984416849,-195.418983948019,0.9519269997552152,19.801697312588402,0,0,8.165927802406587,,20.801697312588402,1.7599836888046458,1.6565317290982073,2.434877688509637,0.04853911404335533,0.23961365961129907,0.9412199326820458,,,-17.012569832402235,-40.06907894736842,0.04853911404335533
2010,20.8964,0.0,2.3455,13.5547,2.067,13.5163,12.248,0,0,0,,1.4469483568075,0,0.7945337059029,0.87080830355106,0.25325938336511,0.42642555895777,1,0.25037071273133,0.17522676064475,0.2054662940971,,1.5615,,0.7945337059029,0.87080830355106,0.25325938336511,0.4489,0.0,26.425954198473,0.65488321646572,,,,0.0,185.2308,,221.8102,,0.4149,5.646,0,0,,,13.607688347349,1.492,1.374,3.2369,0.182,0.19149960521501,0.92085679806919,,,12.635324015248,4.0754098360656,0.18166831519947
2011,12.28359186410371,12.28359186410371,2.0015584368284953,9.431403809850694,1.9179,9.795346225826576,9.355143416460976,9.355143416460976,-10.67571933672922,2.0015584368284953,0.017668426412823603,6.098160496957403,12.28359186410371,0.9143260630786129,0.9202888086642599,0.25221255053356156,0.4351167279746513,0.25221255053356156,0.23210838766070582,0.21222274829733764,0.0856739369213871,0.12849094256827528,1.3024139472507823,0.1682356513817188,0.9143260630786129,0.9202888086642599,0.25221255053356156,5.798130841121496,0.0,27.720343260979302,0.6054532023506323,3.2277286840219728,3.2277286840219728,1.6370909959398137,0.0,0.0,0.0,62.95132172791747,-62.95132172791747,0.901344005997861,9.136231560125168,0,0,,,10.136231560125168,1.8631462099587695,1.7794164287979701,4.286235331430384,0.16663806418397117,0.21395272608078086,0.9550600051068177,,,22.251893939393938,4.756680161943319,0.16663806418397117
2012,8.115923878375504,8.115923878375504,1.3475917949442169,7.441113168924846,363.12820512820514,6.789254713625044,6.4404268961444355,6.4404268961444355,-8.07957163145331,1.3475917949442169,0.03329910852182088,3.886516084004822,8.115923878375504,0.8777378507871321,0.878796992481203,0.23478322270865698,0.43613190227369014,0.23478322270865698,0.20632679000141224,0.18110083321564752,0.1222621492128679,0.10838078536188554,1.0906867956623432,0.15356726361610493,0.8777378507871321,0.878796992481203,0.23478322270865698,5.742898238043869,0.0,28.88730239673636,0.598455476087347,4.107950310559006,4.107950310559006,2.206832298136646,1.0051546391752577,0.0,1.0051546391752577,63.55675912591572,-62.55160448674046,0.9006306982050984,9.06347012545184,0.22187293183322304,0,,,10.06347012545184,1.9594974375929906,1.8588196396098529,5.44106463878327,0.24778243493517887,0.20923951419291062,0.9486206023791445,,,19.463054187192117,3.761662964138369,0.2477824349351789
2013,8.40920974020096,8.40920974020096,1.676227715626128,11.635338176352708,371.9463087248322,9.212270924236414,8.533578908690062,8.533578908690062,-11.624895402904178,1.676227715626128,0.029839647418515265,5.26678878995767,8.40920974020096,1.0209718670076726,0.7061585696225393,0.1998195597257308,0.41627571273908337,0.1998195597257308,0.1411042944785276,0.14406351497654277,0.16432225063938619,0.07888314742177388,0.7227301529827103,0.11984329682697718,1.0209718670076726,0.7061585696225393,0.1998195597257308,5.063390201909532,0.0,26.403049070986185,0.5475581200043472,4.357475309342718,4.357475309342718,2.3533885798615053,0.981324431613136,0.0,0.981324431613136,72.08608964451314,-71.1047652129,0.8908539416873327,8.162034941613108,0,0,,,9.162034941613108,1.955803090190442,1.811713977721883,6.869565217391305,0.3471943887775551,0.1964272825694695,0.9263273929818115,,,13.57356608478803,3.045886961387801,0.34719438877755515
2014,7.444793909566287,7.444793909566287,1.7265676273362816,11.357590333176912,1.7033,9.897975667109703,9.256343818720719,9.256343818720719,-10.87441874657434,1.7265676273362816,0.02739327005611902,5.591907391673747,7.444793909566287,0.8803966122701921,0.848925909688733,0.20339920102725068,0.4244542730774718,0.20339920102725068,0.17267085176202027,0.15201883292909116,0.11960338772980789,0.0861845830300089,0.6554906182713012,0.12500411017460022,0.8803966122701921,0.848925909688733,0.20339920102725068,5.37508327781479,0.0,27.166666666666668,0.5669335921701852,4.1849484805008474,4.1849484805008474,2.3258119212208164,0.0,0.0,0.0,67.90592464055528,-67.90592464055528,0.868518967888053,6.605659796985543,0,0,,,7.605659796985543,1.9608173978252719,1.833708286464192,6.015373078365204,0.31112153918348195,0.1865280353830789,0.9351754469834592,,,15.426253687315635,3.140840840840841,0.31112153918348195
2015,7.0054238735853085,7.0054238735853085,1.7947590130751134,11.747338266889471,1.6561,10.07670727961503,9.188609840351042,9.188609840351042,-10.808985093533554,1.7947590130751134,0.03215835934451814,6.180066685995941,7.0054238735853085,0.8895731577829687,0.8489273481160988,0.20230866021117128,0.4285063004905447,0.20230866021117128,0.17174535441399055,0.15278005726060873,0.11042684221703122,0.08857266701202042,0.596341376610435,0.12839088973243218,0.8895731577829687,0.8489273481160988,0.20230866021117128,5.1663369601055065,0.0,23.657031924072477,0.579739716034634,3.029580735851363,3.029580735851363,1.6084830705292752,0.0,0.0,0.0,70.64966974057883,-70.64966974057883,0.8514732157016144,5.73279236956367,0.69596831786016,0.69596831786016,,0.33305348258706,6.73279236956367,2.0895435037065937,1.9053843152555598,4.8351541162699965,0.37777512532824065,0.19532432481718548,0.9118663056670713,0.33305348258706,,11.346398305084746,2.606716962764663,0.3777751253282406
2016,11.26884061183773,11.26884061183773,1.8747806524184476,40.153033175355446,1.5367,10.44779364916247,9.757892312122083,9.757892312122083,-35.33120958994658,1.8747806524184476,0.030707951057703013,12.437070558307672,11.26884061183773,0.7410008779631255,0.7064296051271449,0.08919581773589777,0.4095410204871932,0.08919581773589777,0.06301056630216305,0.046690884950856555,0.2589991220368745,0.02688012229818676,0.280647306583906,0.061362223603587604,0.7410008779631255,0.7064296051271449,0.08919581773589777,2.8346317280453257,0.0,24.593650793650795,0.5757038515435899,1.372438024594964,1.372438024594964,0.5709545188366192,0.0,0.0,0.0,128.76452217364147,-128.76452217364147,0.9042209860291307,9.440700509864776,0.71701900759049,0.71701900759049,,0.45577427821522,10.440700509864776,2.1254589963280295,1.9851081191350468,4.302937576499388,1.2330173775671407,0.19212967231555073,0.9339667914387177,0.45577427821522,,15.143895348837209,2.734645669291339,1.2330173775671405
2017,-18.767417582417583,-18.767417582417583,1.6694077077638798,-16.554135702746365,1.3919,13.832771861406929,12.53371704267464,12.53371704267464,13.903572240737793,1.6694077077638798,0.03530569188258602,11.386811082439223,-18.767417582417583,-1.6031654676258993,0.7340515420363329,0.0856941150915048,0.3205473996705465,0.0856941150915048,0.0629038973263581,-0.10084535597270243,2.603165467625899,-0.06034837619429339,1.1336996336996337,0.06519852910796183,-1.6031654676258993,0.7340515420363329,0.0856941150915048,5.224077940153097,0.0,25.790382819794583,0.5984249409623675,1.1105810707942148,1.1105810707942148,0.4253742704897234,0.0,0.0,0.0,69.86878913014519,-69.86878913014519,1.053231362523561,-19.785917785917785,1.2309644670051,1.2309644670051,,0.28331424207713,-18.785917785917785,1.5725582389399444,1.4248771104936953,4.677067749519128,-0.5844552145036798,0.13319334576326414,0.9060886110356074,0.28331424207713,,10.648335745296672,1.8642006587281479,-0.5844552145036798
2018,-27.300503550677853,-27.300503550677853,1.5130317179198196,9.928038502171615,1.397,12.354215600350567,10.297937416291244,10.297937416291244,-8.051494875751455,1.5130317179198196,0.04040107376760763,5.3968099221228725,-27.300503550677853,0.8592898930804922,0.8835219677390607,0.20073704359648653,0.4198107300667275,0.20073704359648653,0.17735558775648938,0.15239986404050163,0.14071010691950778,0.0946892228347857,-2.749838605551969,0.1520893479174291,0.8592898930804922,0.8835219677390607,0.20073704359648653,5.741193131527704,0.0,20.672707100591715,0.6213209141027921,1.3490641793810612,1.3490641793810612,0.6012724689604052,0.0,0.0,0.0,63.575635175135666,-63.575635175135666,1.0344344655877646,-30.040671400903808,1.1032942117898,1.1032942117898,,0.24820187367785,-29.040671400903808,1.8178397521027003,1.5152722443559097,4.8339973439575035,0.40110341589388426,0.14692570528989785,0.8335565566784366,0.24820187367785,,6.008046817849305,1.7167642140468227,0.40110341589388426
