date,symbol,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
2010-06-30,WU,1.8707782672540383,0.3245227606461087,0.3700440528634361,0.3509544787077827,2.563876651982379,0.5859030837004405,6.930983847283406,0.5859030837004405,0.0,11052630000.0,9306630000.0,50.01190045248868,8.675533751962323,43.85964285714286,46.24531380753138,27.700827067669174,27.700827067669174,7.305047095761381,28.46064220183486,36.93107142857143,38.93987447698745,0.01999524095170109,0.021623812612925612,17.413533834586467,0.9456921192323398,-5.339449541284404,3.722814498933902,,1.1402714932126696,0.0036190481360544955,0.18099547511312217,0.0,0.0,0.35756090921464545,19.384615384615383,98.0,1.2307692307692308,0.007849293563579277,2.0683628645270487,0.039546379761558594,0.04682203389830508,-7.638766519823789,1277000000,-2228000000,-5202000000,,,535450000,,0.0,235.14423076923075,0.0,,1.5522388059701493,,0.5538847117794486,0.01908957415565345
2010-09-30,WU,1.968888888888889,0.3540740740740741,0.5674074074074074,0.5422222222222223,2.957037037037037,0.6474074074074074,7.352592592592592,0.6474074074074074,0.0,11873250000.0,9877250000.0,49.67887029288703,8.933972911963883,31.00065274151436,32.4405737704918,27.16990846681922,27.16990846681922,7.43209179834462,26.840353260869566,25.78916449086162,26.987021857923498,0.020129282210009897,0.030825595350893815,16.320366132723112,0.9421400264200792,-5.423913043478261,3.4773519163763065,,1.602510460251046,,0.0,0.0,0.0,0.34438573315719945,22.529411764705884,78.17647058823529,0.9411764705882353,0.006772009029345372,2.27105240193741,0.0440251572327044,0.048156357042111624,-7.608888888888889,1422000000,-2169000000,-5136000000,,,587950000,,0.0,278.60372340425533,0.0,,1.3101045296167246,,0.5469107551487414,0.025185185185185185
2010-12-31,WU,2.0253731343283583,0.3611940298507463,0.4253731343283582,0.4014925373134328,3.219402985074627,0.8686567164179104,7.970149253731344,0.8686567164179104,0.0,13232500000.0,11075500000.0,54.679752066115704,9.751289609432572,46.42982456140351,49.19144981412639,22.736254295532646,22.736254295532646,8.161753868828297,32.86498516320475,38.86140350877193,41.1728624535316,0.018288305308898547,0.020328736066502928,12.621993127147766,0.9264724429310127,-6.400593471810089,4.148076923076923,,1.177685950413223,0.006423578310976762,0.3512396694214876,0.0,0.0,0.3265228906545592,17.8125,84.8125,0.9375,0.004421518054532056,2.6569637651081726,0.03900661357808071,0.04531835205992509,-7.744776119402985,1637000000,-2006000000,-5189000000,,,560950000,,0.0,242.09183673469389,0.0,,1.5076923076923077,,0.41580756013745707,0.023880597014925373
2011-03-31,WU,1.9833049930437472,0.3249343020559592,0.3889318287215953,0.35894264955943733,3.4252589271912197,0.43329726387386,8.204204668418612,0.43329726387386,0.0,13746625000.0,11530825000.0,65.39783539486204,10.714438815276695,54.63682432432432,59.20165805340224,49.04254370317517,49.04254370317517,8.987392829306314,32.24503635346756,45.82998807631161,49.65902239448751,0.015291025979103963,0.01689141880279705,27.140206921155904,0.9644636586077057,-6.196308724832215,2.35773568844435,,1.1969552806850619,0.003251707237230957,0.2126546146527117,0.0,0.0,0.3271422594672718,12.969072164948454,66.1340206185567,2.304123711340206,0.005845674201091193,1.7798443023032138,0.03953712632594021,0.039605825937859176,-8.33451847271603,1276000000,-2300100000,-5391600000,,,565200000,,0.0,258.7905822377247,0.0,,1.410406811731315,,0.749910809846593,0.029989179162157983
2011-06-30,WU,2.138184663536776,0.41189358372456963,0.39859154929577467,0.31721439749608765,3.270266040688576,0.5932707355242567,8.132863849765258,0.5932707355242567,0.0,12402990000.0,10313290000.0,47.12382218844985,9.077794042304033,48.6964664310954,61.18889985199802,32.71693484568715,32.71693484568715,7.548334919124644,25.95844450037755,40.49191205339615,50.87957572767637,0.02122068952728334,0.016342833461931355,20.12767079926141,0.9526687059117298,-5.259753335011326,2.3042231778586393,,0.9677051671732523,0.004055473720449666,0.1911094224924012,0.0,0.0,0.3511579998751483,4.898076923076923,26.275,0.8961538461538462,0.005708848715509039,2.3448239189574434,0.0469405569791344,0.05064557717100579,-8.670892018779343,1182800000,-2433500000,-5540700000,,,542550000,,0.0,230.78775189740907,0.0,,1.5815397350993377,,0.6942759166446848,0.081377151799687
2011-09-30,WU,2.2241841399968467,0.3778968942140943,0.593567712438909,0.5237269430868674,4.21109884912502,0.7912659624783226,9.468390351568658,0.7912659624783226,0.0,11423743000.000002,8752643000.000002,47.65850229453484,8.097351148284663,30.34194687915007,34.38814870559904,22.760994221956565,22.760994221956565,6.204028210944147,21.405338713621916,23.247391766268265,26.3475105358218,0.020982614892509396,0.029079785846022617,16.572624028690974,0.943093302493282,-6.532404010760577,2.5497327224131348,,1.5707133917396745,,0.0,0.0,0.0,0.3190471331224418,8.498871331828443,31.846501128668173,1.036117381489842,0.005032605613836122,2.5938159858888206,0.04038805470850864,0.039911418961670386,-8.902254453728519,1623500000,-2312000000,-5646700000,,,584700000,,0.0,258.921875,0.0,,1.4096916299559472,,0.4775851763299462,0.06984076935204162
2011-12-31,WU,2.2697431018078023,0.7172534094513162,0.46320964161116396,0.40960989533777353,2.173961306692039,1.418966064065969,7.966381224230891,1.418966064065969,0.0,12025542000.0,10654642000.0,26.587534822020782,8.401831901068958,41.16926395070182,46.55649245063879,13.439362986142156,13.439362986142156,7.4440313002165865,25.74828902851619,36.47600821636426,41.24909794812234,0.037611610354028116,0.021479281349647276,9.136231560125168,0.901344005997861,-3.3129531174480427,1.6370909959398137,,0.6458103028963078,0.008249108439353503,0.21932345788193677,0.0,0.0,0.4461239925467756,8.642011834319527,42.34615384615385,1.6390532544378698,0.00614825682945574,4.785348531226142,0.042830245976313394,0.09003503463651565,-10.790041230574056,533500000,-3151500000,-6804200000,,,568450000,,0.0,246.43488137304394,0.0,,1.4811214953271028,,0.5054760840411265,0.053599746273390425
2012-03-31,WU,2.2506864803747377,0.39945081570020996,0.3472783072201583,0.23421095138103698,2.2547246002261345,1.5625908576966565,8.323695687287998,1.5625908576966565,0.0,11379058000.0,9983158000.0,46.01317428224828,8.166397301564517,52.92585116279069,78.47626206896551,11.762516022327889,11.762516022327889,7.164603129036888,25.184556004036327,46.433293023255814,68.84936551724138,0.021732906186083242,0.012742706821601578,8.50775273930122,0.894822674987497,-3.5214429868819375,1.841799709724238,,0.8693894055802669,0.005413453380763153,0.24909017387788113,0.0,0.0,0.43973558894518255,3.0714285714285716,19.905714285714286,0.9128571428571428,0.007535524616047079,3.74753376716394,0.03437244517115132,0.04798959869595591,-11.039412049749636,638000000,-3077200000,-6834500000,,,550100000,,0.0,232.2854406130268,0.0,,1.571342564720048,,0.25563365722555303,0.11306735583912131
2012-06-30,WU,2.3172357723577237,0.44097560975609756,0.3751219512195122,0.3170731707317073,2.2826016260162603,1.711869918699187,8.341951219512195,1.711869918699187,0.0,10799400000.0,9395600000.0,39.820796460176986,7.57799452669988,46.81144343302991,55.38153846153846,10.25778875379939,10.25778875379939,6.592940846256403,23.204741911583106,40.726484612050285,48.1825641025641,0.025112506250347243,0.01805655869770543,7.706306990881459,0.8851407375081825,-3.4670288960237094,2.0475495915986,,0.8506637168141593,0.005620682630516511,0.22382005899705015,0.0,0.0,0.440290202923849,6.46218487394958,39.9187675070028,1.6526610644257702,0.006455687320188057,4.12129710497601,0.03656667138342531,0.05286240570726858,-10.90959349593496,718200000,-2982900000,-6709400000,,,548950000,,0.0,227.00940438871473,0.0,,1.6078629032258065,,0.25759878419452886,0.05804878048780488
2012-09-30,WU,2.3285831285831287,0.44144144144144143,0.677968877968878,0.5867321867321867,2.3472563472563475,1.8782964782964784,8.715642915642915,1.8782964782964784,0.0,10946265000.0,9513265000.0,40.61693877551021,7.699961311198649,26.446641700893935,30.559087102177553,9.54588384058603,9.54588384058603,6.6919421778278,22.28974929709466,22.984452766368687,26.55852875488554,0.024620270019043024,0.03272349061529207,7.158280282549926,0.8774251477803551,-3.3575445173383316,1.7639094042343673,,1.5358070500927643,,0.0,0.0,0.0,0.4312300242648395,7.430879712746858,25.522441651705567,1.0987432675044884,0.004924029262802476,4.319265314698272,0.037903707258829175,0.0506493262418012,-11.098116298116299,620600000,-2887500000,-6775400000,,,590500000,,0.0,265.44204445560723,0.0,,1.3750647556553273,,0.2350222377256475,0.09123669123669123
