date,symbol,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
2010-06-30,MCHP,1729.0126118357227,482.7314864719198,718.5404764471273,717.7751428263447,2821.353885954511,8448.124393661745,13830.753476339334,8448.124393661745,41.71068233265064,5649693.0,-517824307.0,0.06307854543018555,0.01761120757104872,0.042377570920655874,0.04242275635249595,0.0036043503363711467,0.0036043503363711467,-1.6141605138387973,-3.8788337602996257,-3.8841289773323933,-3.888270461644741,15.853250787255167,23.57225428001132,0.7182323050275444,0.4180065192151248,-3.9211535580524344,6.504702834372932,11.579661454968342,1.488488935533573,11.23122973230581,0.7084496349061028,0.0,0.12050149469608885,0.047195805543374984,938.8591549295775,2259.1619718309857,189.2112676056338,0.029460631357134174,9579.089311890273,0.037197226447948165,0.03490276124852795,2151.5616578635336,1563798000,1440354000,722078000,,500249500,146758500,418064500,220.15871209877776,254.19589149458625,385.3646648758219,1.6578948728417202,1.4359004697279838,0.9471548205324322,0.05714066980761931,0.7653336207825806
2010-09-30,MCHP,2.0559623119488766,0.554393598038277,0.8504627984496965,0.6792504798626717,2.278892217252394,8.805145026444839,14.401406339727439,8.805145026444839,1.8938554295422827,5155918845.59,5076282845.59,50.018615110496704,13.48760132364213,32.60577658487691,40.82440987837998,3.1492950901680095,3.1492950901680095,13.279277909101136,32.768816138130035,32.10216244705273,40.19385443279623,0.019992556726948323,0.024495148931217875,0.7153850006657847,0.4170404896790665,-0.5140725056806444,6.182062939317728,15.832815413300187,1.5340415211486225,0.012395074847747512,0.6199844780752813,0.15063659027234605,0.15063659027234605,0.04653054974949882,-4.967299114154677,-12.008261607086762,-0.8650185336432745,0.0233473112006927,10.48017703716597,0.05098609815749551,0.03849579582439374,2.3821176375778563,1607165000,1506491000,746101000,,569777000,159791000,449834500,193.5935762848869,171.47336360052395,386.5914120025944,1.8853931365102539,2.1286104869927724,0.9441492714730833,0.06296246074008378,-0.17121231858702476
2010-11-08,MCHP,2.2433244798130083,0.552423911845877,-0.714474690332447,-0.713713687271891,2.2707956184637843,8.773861525621529,14.350240072081352,8.773861525621529,-0.04147466680030309,6775294696.2300005,6351573696.2300005,65.72850888853318,16.185799391368747,-50.820554585502336,-50.87474241777798,4.138428660398518,4.138428660398518,15.173553664592268,64.24231757406265,-47.642281584107174,-47.69308055678201,0.015214098370858634,-0.01965611917576125,1.7153850006657847,1.0,-4.285681052706106,6.182062939317728,-15.97002196666236,-1.2933449747768724,0.009432504837842779,0.6199844780752813,0.0,0.1089191223019864,0.04653054974949882,938.8591549295775,-2947.8521126760565,189.2112676056338,-0.0225779094351342,10.442942371980337,0.04947182605284541,0.03849579582439374,-10.499414528726373,1607165000,-130675000,-891065000,,504877000,141441000,437284500,176.79429997969396,143.95183977195688,324.543379970427,2.0645461988419465,2.5355702336157657,1.124657049030732,0.06296246074008378,-0.0007610030605560201
2010-12-31,MCHP,5938.619639140975,1573.7808671772757,2306.987620947845,2227.376584926305,2685.0743386754198,8849.547317156894,14428.970629250605,8849.547317156894,125.80721288966124,6877919.16,-493738080.84,0.023440366298368903,0.006211881252145012,0.015990549608949977,0.01656208485338843,0.004168574807039023,0.004168574807039023,-0.4459259052762775,-1.1344015863395223,-1.147897073495085,-1.1889252839402717,42.66144936777651,60.37887191451084,0.7144365418241214,0.4167179854111003,-1.1502041397754348,5.7960691483154685,12.728299795361528,1.4658887200005453,18.820663196047217,0.44116323929357715,0.0,0.11420313939415834,0.04897292986312566,28.978238900491814,74.59543219025804,5.754833928451122,0.025094380520583083,17702.06444586998,0.11806234678943416,0.10907090378206784,1296.3986505331359,1438509000,1511414000,559663000,,497133500,137535000,442852500,61.733399866331894,52.610962639760025,141.50493591491684,5.912520625630784,6.937717572271833,2.5794153231479138,0.17783744306628402,79.61103602153997
2011-03-31,MCHP,2.0770155178533694,0.6861418317172986,0.8337742701601363,0.8337742701601363,3.8476810173807254,9.906869616293076,15.382060386493842,9.906869616293076,0.04408366159581937,7508169421.92,6804245421.92,59.81270650309094,19.759120549284837,49.22195547257387,49.22195547257387,4.142580006554708,4.142580006554708,17.906615845151784,45.11500743880122,44.60718004103922,44.60718004103922,0.01671885554866712,0.020316137187137824,1.6376052587729897,1.0,-4.667312027582549,5.21569071098626,14.88270303781773,1.2151631508508063,3.995647715728871e-07,2.3899050411063666e-05,0.0,0.11621248207166072,0.051867921718510894,,,,0.02375620090266721,12.367058965854618,0.04567761979676848,0.044606627101773884,-8.598060412905776,1434667000,-153947000,-1193075000,,494101000,138716500,444400000,174.05616011158335,160.31812609513295,423.5605219411693,2.0970243154049073,2.276723218330338,0.8617422566371682,0.06925919672838464,0.0
2011-06-30,MCHP,1.9699282528193907,0.5222868624810638,0.4381890674970544,0.43305525164113784,3.426311858273018,9.884815266790103,15.136803568422824,9.884815266790103,-0.04215935869382259,6416280000.0,5764897000.0,64.61966100329327,17.132603662948892,77.02154732609087,77.93462813832306,3.4143278441823264,3.4143278441823264,15.393295719439156,40.01427768253153,69.20229277954505,70.02267730690279,0.015475166295735225,0.012831266715292973,0.6119963474246257,0.3796511998320404,-4.521263821310326,6.387673241222496,-14.201621958827198,0.8389815999113734,0.010333090201799174,0.6677207859567139,0.0,0.12095368043854988,0.05004821247423909,85.35348360655738,383.71618852459017,27.880122950819672,0.024095677784393883,10.777799214945334,0.042138799710944995,0.03450443550516943,3.2406844386466926,1767604000,1727611000,945610000,,501627000,138264000,455227500,191.2720189475764,159.26518005414871,477.4912929134978,1.9082770287484587,2.291775263594361,0.7644118446074436,0.052837291176880644,0.005133815855916512
2011-09-30,MCHP,1.7883031171735946,0.4162899491234426,0.8125232987330739,0.7906290526669502,3.5447099406177642,9.99647696903828,15.127427662356073,9.99647696903828,-0.046786481221877445,6944208060.0,6269079060.0,87.5831858942828,20.388042524706258,44.87255941688099,46.11517863783669,3.6472849497804294,3.6472849497804294,18.405878591435165,50.266032649657625,40.50996458896054,41.631774026456995,0.011417716651767487,0.02168483413787576,0.5934066164934906,0.3724138021965561,-5.413244279093635,6.572688362858784,-10.130176186735495,1.9518206011073693,0.009475522540722951,0.8298964521296051,0.0,0.13324349240462474,0.05028893293413529,37.11127098321343,81.67913669064748,6.498321342925659,0.02784481594353527,9.676375354399433,0.03295011381240154,0.027518885458587352,2.6149067263114234,1639223000,1751375000,803566000,,474704500,133396000,459603000,152.6100404577777,144.8689632437778,529.4365007417174,2.391716815650696,2.519518272425249,0.6894122326070282,0.041643666104848945,0.021894246066123772
2011-12-31,MCHP,1.7246481603738983,0.40601192534607605,0.2930983893447347,0.2840233896067151,3.1737610948683286,10.17167573118719,15.037683255263186,10.17167573118719,-0.047125027507938004,7036786979.999999,6431061979.999999,90.81014053607608,21.378273463038802,125.79393589445647,129.8132525319608,3.6247714707374676,3.6247714707374676,19.53803661485739,56.05241717727244,114.96562291067053,118.63895769919013,0.011011986041390726,0.007703373734925824,0.5562474727052164,0.3574286753624695,-5.279431375454315,7.362551595954394,-9.303646875694907,0.7218960110467292,0.009492968906101518,0.8620578404676793,0.0,0.1344529645517627,0.05003026992030521,32.2973441108545,190.04387990762126,15.361431870669746,0.03026528454592959,9.639553260983805,0.030180138751381834,0.026999632752869162,2.322776834648475,1581514000,1790156000,750234000,,478138500,124519500,462926500,165.53277169488024,100.5264587933442,546.9664733761186,2.205001440275461,3.630884887234946,0.667316952256797,0.03991593283899233,0.009074999738019639
2012-03-31,MCHP,1.7717779415839359,0.42155340516407624,0.5356461368757286,0.33949697568524123,3.323635660252087,10.406952003053068,15.159878295509795,10.406952003053068,0.31464374774548703,6765679709.999999,6129924709.999999,83.90395989384393,19.962998279784365,66.03240005855943,104.18354958423159,3.398689644155519,3.398689644155519,18.087122312347486,51.019356881871666,59.827490825688066,94.39366661533722,0.01191838861080227,0.009598444322455225,0.5491122851417586,0.3544690016395484,-5.2913881929937,8.132636471096086,1.5272987073405775,1.270648345652066,0.009944011966833116,0.8343419812490699,0.0,0.1407832734847792,0.05965057124771708,2.7308102345415777,9.032809168443498,0.6993603411513859,0.0289722080428195,9.935262262315364,0.03241366153919933,0.0278071760832629,3.1481927301432955,1767988000,1806724000,922758000,,488600500,129643500,462639000,183.30288777879738,126.55135205946029,546.7978736606958,1.9912397694490631,2.884204665221628,0.6675227128379311,0.040506903946554755,0.1961491611904874
2012-06-30,MCHP,1.8202654922151231,0.40687095506895765,0.6666821743895126,0.6583648657031201,4.031222215329901,10.431476541984575,15.158230465438455,10.431476541984575,0.047288216198333434,6453558720.0,5673710720.0,81.99159852623555,18.326996881868833,50.03883601739926,50.67099071936684,3.1980132309872698,3.1980132309872698,16.112362680116092,45.90120883121506,43.992143350055436,44.54790848133666,0.01219637155482487,0.01973515784481775,0.5584021724587337,0.3583171162920848,-6.30909252712225,8.917584373712444,9.932662877131614,1.6385592681997205,0.010490336097848352,0.8601194257400584,0.0,0.13865744290525767,0.06755510614212487,80.15599751398383,218.85270354257304,16.950901180857677,0.02835852260787087,9.772203360904621,0.0313881439839218,0.02684158655567643,4.014769813700556,1979309000,1805540000,1102448000,,490842500,130823000,464740500,181.06750555186377,128.91744658012144,542.3539297574721,2.0158227666943356,2.831269232230369,0.6729922657022499,0.03900415760236671,0.00831730868639249
