Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,19.595556259155273,19.91111183166504,19.462223052978516,19.893333435058594,17.467004776000977,1734900
2010-01-05,19.84000015258789,20.364444732666016,19.8266658782959,20.34666633605957,17.865055084228516,1419000
2010-01-06,20.293333053588867,20.573333740234375,20.20888900756836,20.49333381652832,17.99382781982422,888400
2010-01-07,20.386667251586914,20.586666107177734,20.200000762939453,20.488889694213867,17.989927291870117,1296100
2010-01-08,20.440000534057617,20.537776947021484,20.31999969482422,20.48444366455078,17.98601531982422,1071900
2010-01-11,20.675556182861328,20.782222747802734,20.440000534057617,20.51555633544922,18.013334274291992,969400
2010-01-12,20.364444732666016,20.768888473510742,20.364444732666016,20.564443588256836,18.05626106262207,1168600
2010-01-13,20.684444427490234,20.817777633666992,20.48444366455078,20.74222183227539,18.212360382080078,1151200
2010-01-14,20.61777687072754,20.79111099243164,20.546667098999023,20.746665954589844,18.21626091003418,1016200
2010-01-15,20.697778701782227,20.697778701782227,20.44444465637207,20.53333282470703,18.028942108154297,1131700
2010-01-19,20.511110305786133,21.044445037841797,20.511110305786133,20.85333251953125,18.309921264648438,1055400
2010-01-20,20.657777786254883,20.77777862548828,20.511110305786133,20.675556182861328,18.15382194519043,1056100
2010-01-21,20.724445343017578,20.835556030273438,20.142221450805664,20.239999771118164,17.771390914916992,1629400
2010-01-22,20.1733341217041,20.27111053466797,19.49333381652832,19.662221908569336,17.264076232910156,1940400
2010-01-25,19.87555503845215,20.29777717590332,19.87555503845215,20.133333206176758,17.677732467651367,1313500
2010-01-26,20.0222225189209,20.373332977294922,19.87555503845215,19.92888832092285,17.49822425842285,1118800
2010-01-27,19.92888832092285,20.399999618530273,19.86222267150879,20.351110458374023,17.86894989013672,1153500
2010-01-28,20.34666633605957,20.44444465637207,19.915555953979492,20.0755558013916,17.627004623413086,841500
2010-01-29,20.13777732849121,20.453332901000977,19.92888832092285,19.955554962158203,17.52164077758789,994200
2010-02-01,20.12444496154785,20.49333381652832,20.06222152709961,20.195554733276367,17.73236656188965,906400
2010-02-02,20.30666732788086,20.54222297668457,20.13777732849121,20.53333282470703,18.028942108154297,906700
2010-02-03,20.364444732666016,20.49333381652832,20.11111068725586,20.18666648864746,17.724563598632812,842400
2010-02-04,20.004444122314453,20.577777862548828,19.648889541625977,19.648889541625977,17.25237464904785,2167300
2010-02-05,19.626667022705078,19.760000228881836,18.964445114135742,19.595556259155273,17.20554542541504,1950900
2010-02-08,19.87555503845215,20.102222442626953,19.49333381652832,19.573333740234375,17.186037063598633,2055700
2010-02-09,19.822221755981445,20.017778396606445,19.29777717590332,19.68000030517578,17.279691696166992,1892700
2010-02-10,19.586666107177734,20.06222152709961,19.431110382080078,19.719999313354492,17.314807891845703,1346800
2010-02-11,19.768888473510742,19.884445190429688,19.413333892822266,19.795555114746094,17.381149291992188,2922000
2010-02-12,19.639999389648438,19.724445343017578,19.30666732788086,19.724445343017578,17.3187198638916,1618200
2010-02-16,19.9022216796875,19.91111183166504,19.41777801513672,19.86222267150879,17.43968963623047,1752400
2010-02-17,19.986665725708008,20.182222366333008,19.93777847290039,20.177778244018555,17.716758728027344,1326700
2010-02-18,20.133333206176758,20.60444450378418,20.066667556762695,20.497777938842773,17.997724533081055,1393200
2010-02-19,20.435556411743164,20.8266658782959,20.38222312927246,20.68000030517578,18.157724380493164,1295700
2010-02-22,20.68000030517578,20.884445190429688,20.537776947021484,20.831111907958984,18.290403366088867,1279300
2010-02-23,20.684444427490234,20.684444427490234,20.044445037841797,20.057777404785156,17.611392974853516,2943100
2010-02-24,20.066667556762695,20.453332901000977,20.044445037841797,20.373332977294922,17.888460159301758,1429200
2010-02-25,20.1200008392334,20.639999389648438,19.97333335876465,20.58222198486328,18.071876525878906,1686700
2010-02-26,20.66666603088379,20.737777709960938,20.39555549621582,20.66666603088379,18.146018981933594,1343700
2010-03-01,20.79111099243164,20.959999084472656,20.74222183227539,20.91111183166504,18.36064910888672,882900
2010-03-02,21.040000915527344,21.044445037841797,20.786666870117188,20.982221603393555,18.423086166381836,1115200
2010-03-03,21.0755558013916,21.657777786254883,20.982221603393555,21.54222297668457,18.91478157043457,2732100
2010-03-04,21.635555267333984,21.84000015258789,21.502222061157227,21.760000228881836,19.106002807617188,1927300
2010-03-05,21.920000076293945,22.262222290039062,21.808889389038086,22.217777252197266,19.5079402923584,1683600
2010-03-08,22.053333282470703,22.537776947021484,22.017778396606445,22.471111297607422,19.730375289916992,1528800
2010-03-09,22.30666732788086,22.528888702392578,22.280000686645508,22.41777801513672,19.683547973632812,1618200
2010-03-10,22.41777801513672,22.760000228881836,22.315555572509766,22.63111114501953,19.870864868164062,1773100
2010-03-11,22.551111221313477,22.786666870117188,22.502222061157227,22.786666870117188,20.007448196411133,1247400
2010-03-12,22.8266658782959,22.942222595214844,22.595556259155273,22.733333587646484,19.960622787475586,956200
2010-03-15,22.675556182861328,22.955554962158203,22.64444351196289,22.88888931274414,20.097204208374023,1666000
2010-03-16,22.920000076293945,23.38222312927246,22.866666793823242,23.373332977294922,20.52255630493164,1678900
2010-03-17,23.408889770507812,24.18666648864746,23.408889770507812,23.8799991607666,20.96743392944336,2313400
2010-03-18,23.817777633666992,23.959999084472656,23.66666603088379,23.857778549194336,20.94791603088379,990600
2010-03-19,23.635555267333984,24.084444046020508,23.622222900390625,23.635555267333984,20.75279998779297,1600800
2010-03-22,23.622222900390625,23.831111907958984,23.342222213745117,23.622222900390625,20.741100311279297,1238500
2010-03-23,23.591110229492188,23.719999313354492,23.33333396911621,23.719999313354492,20.826942443847656,1369300
2010-03-24,23.639999389648438,23.684444427490234,23.435556411743164,23.511110305786133,20.643529891967773,1664500
2010-03-25,23.733333587646484,23.831111907958984,23.391111373901367,23.44444465637207,20.58500099182129,1481100
2010-03-26,23.46666717529297,23.8266658782959,23.311111450195312,23.404443740844727,20.549875259399414,1543000
2010-03-29,23.551111221313477,23.697778701782227,23.29777717590332,23.60444450378418,20.725492477416992,1132600
2010-03-30,23.53333282470703,23.711111068725586,23.41777801513672,23.46666717529297,20.73628807067871,852700
2010-03-31,23.377777099609375,23.795555114746094,23.302221298217773,23.782222747802734,21.015125274658203,2390800
2010-04-01,23.91111183166504,24.151111602783203,23.893333435058594,24.057777404785156,21.258615493774414,1270500
2010-04-05,24.12444496154785,24.30666732788086,24.04888916015625,24.28444480895996,21.45891571044922,850600
2010-04-06,24.18666648864746,24.386667251586914,24.12444496154785,24.315555572509766,21.486404418945312,1664200
2010-04-07,24.280000686645508,24.302221298217773,23.795555114746094,23.97333335876465,21.183998107910156,1370700
2010-04-08,23.87555503845215,23.92888832092285,23.608888626098633,23.915555953979492,21.132944107055664,1599300
2010-04-09,23.92888832092285,23.964445114135742,23.733333587646484,23.946666717529297,21.160438537597656,837100
2010-04-12,24.035554885864258,24.182222366333008,23.9777774810791,24.168888092041016,21.356800079345703,1229800
2010-04-13,24.07111167907715,24.34666633605957,23.8799991607666,24.311111450195312,21.48247528076172,921700
2010-04-14,24.41777801513672,24.91111183166504,24.364444732666016,24.91111183166504,22.012662887573242,1488100
2010-04-15,24.906665802001953,24.906665802001953,24.48444366455078,24.773332595825195,21.890918731689453,1127200
2010-04-16,24.69333267211914,24.81333351135254,24.040000915527344,24.22222137451172,21.403926849365234,1836000
2010-04-19,24.013334274291992,24.39555549621582,23.857778549194336,24.36888885498047,21.533536911010742,898800
2010-04-20,24.564443588256836,24.817777633666992,24.44444465637207,24.817777633666992,21.93018913269043,647700
