ticker,instrument,name,sector,industry,currency,created_date
KMB,stock,Kimberly-Clark,Consumer Staples,Household Products,USD,2020-10-21 02:46:36.159667
KIM,stock,Kimco Realty,Real Estate,Retail REITs,USD,2020-10-21 02:46:36.159667
KMI,stock,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,USD,2020-10-21 02:46:36.159667
KLAC,stock,KLA Corporation,Information Technology,Semiconductor Equipment,USD,2020-10-21 02:46:36.159667
KHC,stock,Kraft Heinz Co,Consumer Staples,Packaged Foods & Meats,USD,2020-10-21 02:46:36.159667
KR,stock,Kroger Co.,Consumer Staples,Food Retail,USD,2020-10-21 02:46:36.159667
LB,stock,L Brands Inc.,Consumer Discretionary,Apparel Retail,USD,2020-10-21 02:46:36.159667
LHX,stock,L3Harris Technologies,Industrials,Aerospace & Defense,USD,2020-10-21 02:46:36.159667
LH,stock,Laboratory Corp. of America Holding,Health Care,Health Care Services,USD,2020-10-21 02:46:36.159667
LRCX,stock,Lam Research,Information Technology,Semiconductor Equipment,USD,2020-10-21 02:46:36.159667
LW,stock,Lamb Weston Holdings Inc,Consumer Staples,Packaged Foods & Meats,USD,2020-10-21 02:46:36.159667
LVS,stock,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,USD,2020-10-21 02:46:36.159667
LEG,stock,Leggett & Platt,Consumer Discretionary,Home Furnishings,USD,2020-10-21 02:46:36.159667
LDOS,stock,Leidos Holdings,Information Technology,IT Consulting & Other Services,USD,2020-10-21 02:46:36.159667
LEN,stock,Lennar Corp.,Consumer Discretionary,Homebuilding,USD,2020-10-21 02:46:36.159667
LLY,stock,Lilly (Eli) & Co.,Health Care,Pharmaceuticals,USD,2020-10-21 02:46:36.159667
LNC,stock,Lincoln National,Financials,Multi-line Insurance,USD,2020-10-21 02:46:36.159667
LIN,stock,Linde plc,Materials,Industrial Gases,USD,2020-10-21 02:46:36.159667
LYV,stock,Live Nation Entertainment,Communication Services,Movies & Entertainment,USD,2020-10-21 02:46:36.159667
LKQ,stock,LKQ Corporation,Consumer Discretionary,Distributors,USD,2020-10-21 02:46:36.159667
LMT,stock,Lockheed Martin Corp.,Industrials,Aerospace & Defense,USD,2020-10-21 02:46:36.159667
L,stock,Loews Corp.,Financials,Multi-line Insurance,USD,2020-10-21 02:46:36.159667
LOW,stock,Lowe's Cos.,Consumer Discretionary,Home Improvement Retail,USD,2020-10-21 02:46:36.159667
LUMN,stock,Lumen Technologies,Communication Services,Alternative Carriers,USD,2020-10-21 02:46:36.159667
LYB,stock,LyondellBasell,Materials,Specialty Chemicals,USD,2020-10-21 02:46:36.159667
MTB,stock,M&T Bank Corp.,Financials,Regional Banks,USD,2020-10-21 02:46:36.159667
MRO,stock,Marathon Oil Corp.,Energy,Oil & Gas Exploration & Production,USD,2020-10-21 02:46:36.159667
MPC,stock,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,USD,2020-10-21 02:46:36.159667
MKTX,stock,MarketAxess,Financials,Financial Exchanges & Data,USD,2020-10-21 02:46:36.159667
MAR,stock,Marriott Int'l.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",USD,2020-10-21 02:46:36.159667
MMC,stock,Marsh & McLennan,Financials,Insurance Brokers,USD,2020-10-21 02:46:36.159667
MLM,stock,Martin Marietta Materials,Materials,Construction Materials,USD,2020-10-21 02:46:36.159667
MAS,stock,Masco Corp.,Industrials,Building Products,USD,2020-10-21 02:46:36.159667
MA,stock,Mastercard Inc.,Information Technology,Data Processing & Outsourced Services,USD,2020-10-21 02:46:36.159667
MKC,stock,McCormick & Co.,Consumer Staples,Packaged Foods & Meats,USD,2020-10-21 02:46:36.159667
MXIM,stock,Maxim Integrated Products Inc,Information Technology,Semiconductors,USD,2020-10-21 02:46:36.159667
MCD,stock,McDonald's Corp.,Consumer Discretionary,Restaurants,USD,2020-10-21 02:46:36.159667
MCK,stock,McKesson Corp.,Health Care,Health Care Distributors,USD,2020-10-21 02:46:36.159667
MDT,stock,Medtronic plc,Health Care,Health Care Equipment,USD,2020-10-21 02:46:36.159667
MRK,stock,Merck & Co.,Health Care,Pharmaceuticals,USD,2020-10-21 02:46:36.159667
MET,stock,MetLife Inc.,Financials,Life & Health Insurance,USD,2020-10-21 02:46:36.159667
MTD,stock,Mettler Toledo,Health Care,Life Sciences Tools & Services,USD,2020-10-21 02:46:36.159667
MGM,stock,MGM Resorts International,Consumer Discretionary,Casinos & Gaming,USD,2020-10-21 02:46:36.159667
MCHP,stock,Microchip Technology,Information Technology,Semiconductors,USD,2020-10-21 02:46:36.159667
MU,stock,Micron Technology,Information Technology,Semiconductors,USD,2020-10-21 02:46:36.159667
MSFT,stock,Microsoft Corp.,Information Technology,Systems Software,USD,2020-10-21 02:46:36.159667
MAA,stock,Mid-America Apartments,Real Estate,Residential REITs,USD,2020-10-21 02:46:36.159667
MHK,stock,Mohawk Industries,Consumer Discretionary,Home Furnishings,USD,2020-10-21 02:46:36.159667
TAP,stock,Molson Coors Beverage Company,Consumer Staples,Brewers,USD,2020-10-21 02:46:36.159667
MDLZ,stock,Mondelez International,Consumer Staples,Packaged Foods & Meats,USD,2020-10-21 02:46:36.159667
MNST,stock,Monster Beverage,Consumer Staples,Soft Drinks,USD,2020-10-21 02:46:36.159667
MCO,stock,Moody's Corp,Financials,Financial Exchanges & Data,USD,2020-10-21 02:46:36.159667
MS,stock,Morgan Stanley,Financials,Investment Banking & Brokerage,USD,2020-10-21 02:46:36.159667
MOS,stock,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,USD,2020-10-21 02:46:36.159667
MSI,stock,Motorola Solutions Inc.,Information Technology,Communications Equipment,USD,2020-10-21 02:46:36.159667
MSCI,stock,MSCI Inc,Financials,Financial Exchanges & Data,USD,2020-10-21 02:46:36.159667
MYL,stock,Mylan N.V.,Health Care,Pharmaceuticals,USD,2020-10-21 02:46:36.159667
NDAQ,stock,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,USD,2020-10-21 02:46:36.159667
NOV,stock,National Oilwell Varco Inc.,Energy,Oil & Gas Equipment & Services,USD,2020-10-21 02:46:36.159667
NTAP,stock,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",USD,2020-10-21 02:46:36.159667
NFLX,stock,Netflix Inc.,Communication Services,Movies & Entertainment,USD,2020-10-21 02:46:36.159667
NWL,stock,Newell Brands,Consumer Discretionary,Housewares & Specialties,USD,2020-10-21 02:46:36.159667
NEM,stock,Newmont Corporation,Materials,Gold,USD,2020-10-21 02:46:36.159667
NWSA,stock,News Corp. Class A,Communication Services,Publishing,USD,2020-10-21 02:46:36.159667
NWS,stock,News Corp. Class B,Communication Services,Publishing,USD,2020-10-21 02:46:36.159667
NEE,stock,NextEra Energy,Utilities,Multi-Utilities,USD,2020-10-21 02:46:36.159667
NLSN,stock,Nielsen Holdings,Industrials,Research & Consulting Services,USD,2020-10-21 02:46:36.159667
NKE,stock,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",USD,2020-10-21 02:46:36.159667
NI,stock,NiSource Inc.,Utilities,Multi-Utilities,USD,2020-10-21 02:46:36.159667
NSC,stock,Norfolk Southern Corp.,Industrials,Railroads,USD,2020-10-21 02:46:36.159667
NTRS,stock,Northern Trust Corp.,Financials,Asset Management & Custody Banks,USD,2020-10-21 02:46:36.159667
NOC,stock,Northrop Grumman,Industrials,Aerospace & Defense,USD,2020-10-21 02:46:36.159667
NLOK,stock,NortonLifeLock,Information Technology,Application Software,USD,2020-10-21 02:46:36.159667
NCLH,stock,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",USD,2020-10-21 02:46:36.159667
NRG,stock,NRG Energy,Utilities,Independent Power Producers & Energy Traders,USD,2020-10-21 02:46:36.159667
NUE,stock,Nucor Corp.,Materials,Steel,USD,2020-10-21 02:46:36.159667
NVDA,stock,Nvidia Corporation,Information Technology,Semiconductors,USD,2020-10-21 02:46:36.159667
NVR,stock,"NVR, Inc.",Consumer Discretionary,Homebuilding,USD,2020-10-21 02:46:36.159667
ORLY,stock,O'Reilly Automotive,Consumer Discretionary,Specialty Stores,USD,2020-10-21 02:46:36.159667
OXY,stock,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,USD,2020-10-21 02:46:36.159667
ODFL,stock,Old Dominion Freight Line,Industrials,Trucking,USD,2020-10-21 02:46:36.159667
OMC,stock,Omnicom Group,Communication Services,Advertising,USD,2020-10-21 02:46:36.159667
OKE,stock,ONEOK,Energy,Oil & Gas Storage & Transportation,USD,2020-10-21 02:46:36.159667
ORCL,stock,Oracle Corp.,Information Technology,Application Software,USD,2020-10-21 02:46:36.159667
OTIS,stock,Otis Worldwide,Industrials,Industrial Machinery,USD,2020-10-21 02:46:36.159667
PCAR,stock,PACCAR Inc.,Industrials,Construction Machinery & Heavy Trucks,USD,2020-10-21 02:46:36.159667
PKG,stock,Packaging Corporation of America,Materials,Paper Packaging,USD,2020-10-21 02:46:36.159667
PH,stock,Parker-Hannifin,Industrials,Industrial Machinery,USD,2020-10-21 02:46:36.159667
PAYX,stock,Paychex Inc.,Information Technology,Data Processing & Outsourced Services,USD,2020-10-21 02:46:36.159667
PAYC,stock,Paycom,Information Technology,Application Software,USD,2020-10-21 02:46:36.159667
PYPL,stock,PayPal,Information Technology,Data Processing & Outsourced Services,USD,2020-10-21 02:46:36.159667
PNR,stock,Pentair plc,Industrials,Industrial Machinery,USD,2020-10-21 02:46:36.159667
PBCT,stock,People's United Financial,Financials,Thrifts & Mortgage Finance,USD,2020-10-21 02:46:36.159667
PEP,stock,PepsiCo Inc.,Consumer Staples,Soft Drinks,USD,2020-10-21 02:46:36.159667
PKI,stock,PerkinElmer,Health Care,Health Care Equipment,USD,2020-10-21 02:46:36.159667
PRGO,stock,Perrigo,Health Care,Pharmaceuticals,USD,2020-10-21 02:46:36.159667
PFE,stock,Pfizer Inc.,Health Care,Pharmaceuticals,USD,2020-10-21 02:46:36.159667
PM,stock,Philip Morris International,Consumer Staples,Tobacco,USD,2020-10-21 02:46:36.159667
PSX,stock,Phillips 66,Energy,Oil & Gas Refining & Marketing,USD,2020-10-21 02:46:36.159667
PNW,stock,Pinnacle West Capital,Utilities,Multi-Utilities,USD,2020-10-21 02:46:36.159667
PXD,stock,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,USD,2020-10-21 02:46:36.159667
PNC,stock,PNC Financial Services,Financials,Regional Banks,USD,2020-10-21 02:46:36.159667
POOL,stock,Pool Corporation,Consumer Discretionary,Leisure Products,USD,2020-10-21 02:46:36.159667
PPG,stock,PPG Industries,Materials,Specialty Chemicals,USD,2020-10-21 02:46:36.159667
PPL,stock,PPL Corp.,Utilities,Electric Utilities,USD,2020-10-21 02:46:36.159667
PFG,stock,Principal Financial Group,Financials,Life & Health Insurance,USD,2020-10-21 02:46:36.159667
PG,stock,Procter & Gamble,Consumer Staples,Personal Products,USD,2020-10-21 02:46:36.159667
PGR,stock,Progressive Corp.,Financials,Property & Casualty Insurance,USD,2020-10-21 02:46:36.159667
PLD,stock,Prologis,Real Estate,Industrial REITs,USD,2020-10-21 02:46:36.159667
PRU,stock,Prudential Financial,Financials,Life & Health Insurance,USD,2020-10-21 02:46:36.159667
PEG,stock,Public Service Enterprise Group (PSEG),Utilities,Electric Utilities,USD,2020-10-21 02:46:36.159667
PSA,stock,Public Storage,Real Estate,Specialized REITs,USD,2020-10-21 02:46:36.159667
PHM,stock,PulteGroup,Consumer Discretionary,Homebuilding,USD,2020-10-21 02:46:36.159667
PVH,stock,PVH Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",USD,2020-10-21 02:46:36.159667
QRVO,stock,Qorvo,Information Technology,Semiconductors,USD,2020-10-21 02:46:36.159667
PWR,stock,Quanta Services Inc.,Industrials,Construction & Engineering,USD,2020-10-21 02:46:36.159667
QCOM,stock,QUALCOMM Inc.,Information Technology,Semiconductors,USD,2020-10-21 02:46:36.159667
DGX,stock,Quest Diagnostics,Health Care,Health Care Services,USD,2020-10-21 02:46:36.159667
RL,stock,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",USD,2020-10-21 02:46:36.159667
RJF,stock,Raymond James Financial Inc.,Financials,Investment Banking & Brokerage,USD,2020-10-21 02:46:36.159667
RTX,stock,Raytheon Technologies,Industrials,Aerospace & Defense,USD,2020-10-21 02:46:36.159667
O,stock,Realty Income Corporation,Real Estate,Retail REITs,USD,2020-10-21 02:46:36.159667
REG,stock,Regency Centers Corporation,Real Estate,Retail REITs,USD,2020-10-21 02:46:36.159667
REGN,stock,Regeneron Pharmaceuticals,Health Care,Biotechnology,USD,2020-10-21 02:46:36.159667
RF,stock,Regions Financial Corp.,Financials,Regional Banks,USD,2020-10-21 02:46:36.159667
RSG,stock,Republic Services Inc,Industrials,Environmental & Facilities Services,USD,2020-10-21 02:46:36.159667
RMD,stock,ResMed,Health Care,Health Care Equipment,USD,2020-10-21 02:46:36.159667
RHI,stock,Robert Half International,Industrials,Human Resource & Employment Services,USD,2020-10-21 02:46:36.159667
ROK,stock,Rockwell Automation Inc.,Industrials,Electrical Components & Equipment,USD,2020-10-21 02:46:36.159667
ROL,stock,Rollins Inc.,Industrials,Environmental & Facilities Services,USD,2020-10-21 02:46:36.159667
ROP,stock,Roper Technologies,Industrials,Industrial Conglomerates,USD,2020-10-21 02:46:36.159667
ROST,stock,Ross Stores,Consumer Discretionary,Apparel Retail,USD,2020-10-21 02:46:36.159667
RCL,stock,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",USD,2020-10-21 02:46:36.159667
SPGI,stock,"S&P Global, Inc.",Financials,Financial Exchanges & Data,USD,2020-10-21 02:46:36.159667
CRM,stock,Salesforce.com,Information Technology,Application Software,USD,2020-10-21 02:46:36.159667
SBAC,stock,SBA Communications,Real Estate,Specialized REITs,USD,2020-10-21 02:46:36.159667
SLB,stock,Schlumberger Ltd.,Energy,Oil & Gas Equipment & Services,USD,2020-10-21 02:46:36.159667
STX,stock,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",USD,2020-10-21 02:46:36.159667
SEE,stock,Sealed Air,Materials,Paper Packaging,USD,2020-10-21 02:46:36.159667
SRE,stock,Sempra Energy,Utilities,Multi-Utilities,USD,2020-10-21 02:46:36.159667
NOW,stock,ServiceNow,Information Technology,Systems Software,USD,2020-10-21 02:46:36.159667
SHW,stock,Sherwin-Williams,Materials,Specialty Chemicals,USD,2020-10-21 02:46:36.159667
SPG,stock,Simon Property Group Inc,Real Estate,Retail REITs,USD,2020-10-21 02:46:36.159667
SWKS,stock,Skyworks Solutions,Information Technology,Semiconductors,USD,2020-10-21 02:46:36.159667
SLG,stock,SL Green Realty,Real Estate,Office REITs,USD,2020-10-21 02:46:36.159667
SNA,stock,Snap-on,Industrials,Industrial Machinery,USD,2020-10-21 02:46:36.159667
SO,stock,Southern Company,Utilities,Electric Utilities,USD,2020-10-21 02:46:36.159667
LUV,stock,Southwest Airlines,Industrials,Airlines,USD,2020-10-21 02:46:36.159667
SWK,stock,Stanley Black & Decker,Industrials,Industrial Machinery,USD,2020-10-21 02:46:36.159667
SBUX,stock,Starbucks Corp.,Consumer Discretionary,Restaurants,USD,2020-10-21 02:46:36.159667
STT,stock,State Street Corp.,Financials,Asset Management & Custody Banks,USD,2020-10-21 02:46:36.159667
STE,stock,STERIS plc,Health Care,Health Care Equipment,USD,2020-10-21 02:46:36.159667
SYK,stock,Stryker Corp.,Health Care,Health Care Equipment,USD,2020-10-21 02:46:36.159667
SIVB,stock,SVB Financial,Financials,Regional Banks,USD,2020-10-21 02:46:36.159667
SYF,stock,Synchrony Financial,Financials,Consumer Finance,USD,2020-10-21 02:46:36.159667
SNPS,stock,Synopsys Inc.,Information Technology,Application Software,USD,2020-10-21 02:46:36.159667
SYY,stock,Sysco Corp.,Consumer Staples,Food Distributors,USD,2020-10-21 02:46:36.159667
TMUS,stock,T-Mobile US,Communication Services,Wireless Telecommunication Services,USD,2020-10-21 02:46:36.159667
TROW,stock,T. Rowe Price Group,Financials,Asset Management & Custody Banks,USD,2020-10-21 02:46:36.159667
TTWO,stock,Take-Two Interactive,Communication Services,Interactive Home Entertainment,USD,2020-10-21 02:46:36.159667
TPR,stock,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",USD,2020-10-21 02:46:36.159667
TGT,stock,Target Corp.,Consumer Discretionary,General Merchandise Stores,USD,2020-10-21 02:46:36.159667
TEL,stock,TE Connectivity Ltd.,Information Technology,Electronic Manufacturing Services,USD,2020-10-21 02:46:36.159667
FTI,stock,TechnipFMC,Energy,Oil & Gas Equipment & Services,USD,2020-10-21 02:46:36.159667
TDY,stock,Teledyne Technologies,Industrials,Aerospace & Defense,USD,2020-10-21 02:46:36.159667
TFX,stock,Teleflex,Health Care,Health Care Equipment,USD,2020-10-21 02:46:36.159667
TER,stock,Teradyne,Information Technology,Semiconductor Equipment,USD,2020-10-21 02:46:36.159667
TXN,stock,Texas Instruments,Information Technology,Semiconductors,USD,2020-10-21 02:46:36.159667
TXT,stock,Textron Inc.,Industrials,Aerospace & Defense,USD,2020-10-21 02:46:36.159667
TMO,stock,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,USD,2020-10-21 02:46:36.159667
TIF,stock,Tiffany & Co.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",USD,2020-10-21 02:46:36.159667
TJX,stock,TJX Companies Inc.,Consumer Discretionary,Apparel Retail,USD,2020-10-21 02:46:36.159667
TSCO,stock,Tractor Supply Company,Consumer Discretionary,Specialty Stores,USD,2020-10-21 02:46:36.159667
TT,stock,Trane Technologies plc,Industrials,Building Products,USD,2020-10-21 02:46:36.159667
TDG,stock,TransDigm Group,Industrials,Aerospace & Defense,USD,2020-10-21 02:46:36.159667
TRV,stock,The Travelers Companies Inc.,Financials,Property & Casualty Insurance,USD,2020-10-21 02:46:36.159667
TFC,stock,Truist Financial,Financials,Regional Banks,USD,2020-10-21 02:46:36.159667
TWTR,stock,"Twitter, Inc.",Communication Services,Interactive Media & Services,USD,2020-10-21 02:46:36.159667
TYL,stock,Tyler Technologies,Information Technology,Application Software,USD,2020-10-21 02:46:36.159667
TSN,stock,Tyson Foods,Consumer Staples,Packaged Foods & Meats,USD,2020-10-21 02:46:36.159667
UDR,stock,"UDR, Inc.",Real Estate,Residential REITs,USD,2020-10-21 02:46:36.159667
ULTA,stock,Ulta Beauty,Consumer Discretionary,Specialty Stores,USD,2020-10-21 02:46:36.159667
USB,stock,U.S. Bancorp,Financials,Diversified Banks,USD,2020-10-21 02:46:36.159667
UAA,stock,Under Armour,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",USD,2020-10-21 02:46:36.159667
UA,stock,Under Armour,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",USD,2020-10-21 02:46:36.159667
UNP,stock,Union Pacific Corp,Industrials,Railroads,USD,2020-10-21 02:46:36.159667
UAL,stock,United Airlines Holdings,Industrials,Airlines,USD,2020-10-21 02:46:36.159667
UNH,stock,United Health Group Inc.,Health Care,Managed Health Care,USD,2020-10-21 02:46:36.159667
UPS,stock,United Parcel Service,Industrials,Air Freight & Logistics,USD,2020-10-21 02:46:36.159667
URI,stock,"United Rentals, Inc.",Industrials,Trading Companies & Distributors,USD,2020-10-21 02:46:36.159667
UHS,stock,Universal Health Services,Health Care,Health Care Facilities,USD,2020-10-21 02:46:36.159667
UNM,stock,Unum Group,Financials,Life & Health Insurance,USD,2020-10-21 02:46:36.159667
VFC,stock,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",USD,2020-10-21 02:46:36.159667
VLO,stock,Valero Energy,Energy,Oil & Gas Refining & Marketing,USD,2020-10-21 02:46:36.159667
VAR,stock,Varian Medical Systems,Health Care,Health Care Equipment,USD,2020-10-21 02:46:36.159667
VTR,stock,Ventas Inc,Real Estate,Health Care REITs,USD,2020-10-21 02:46:36.159667
VRSN,stock,Verisign Inc.,Information Technology,Internet Services & Infrastructure,USD,2020-10-21 02:46:36.159667
VRSK,stock,Verisk Analytics,Industrials,Research & Consulting Services,USD,2020-10-21 02:46:36.159667
VZ,stock,Verizon Communications,"Communication Services
",Integrated Telecommunication Services,USD,2020-10-21 02:46:36.159667
VRTX,stock,Vertex Pharmaceuticals Inc,Health Care,Biotechnology,USD,2020-10-21 02:46:36.159667
VIAC,stock,ViacomCBS,Communication Services,Movies & Entertainment,USD,2020-10-21 02:46:36.159667
V,stock,Visa Inc.,Information Technology,Data Processing & Outsourced Services,USD,2020-10-21 02:46:36.159667
VNT,stock,Vontier,Information Technology,Electronic Equipment & Instruments,USD,2020-10-21 02:46:36.159667
VNO,stock,Vornado Realty Trust,Real Estate,Office REITs,USD,2020-10-21 02:46:36.159667
VMC,stock,Vulcan Materials,Materials,Construction Materials,USD,2020-10-21 02:46:36.159667
WRB,stock,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,USD,2020-10-21 02:46:36.159667
WAB,stock,Wabtec Corporation,Industrials,Construction Machinery & Heavy Trucks,USD,2020-10-21 02:46:36.159667
WMT,stock,Walmart,Consumer Staples,Hypermarkets & Super Centers,USD,2020-10-21 02:46:36.159667
WBA,stock,Walgreens Boots Alliance,Consumer Staples,Drug Retail,USD,2020-10-21 02:46:36.159667
DIS,stock,The Walt Disney Company,Communication Services,Movies & Entertainment,USD,2020-10-21 02:46:36.159667
WM,stock,Waste Management Inc.,Industrials,Environmental & Facilities Services,USD,2020-10-21 02:46:36.159667
WAT,stock,Waters Corporation,Health Care,Health Care Distributors,USD,2020-10-21 02:46:36.159667
WEC,stock,WEC Energy Group,Utilities,Electric Utilities,USD,2020-10-21 02:46:36.159667
WFC,stock,Wells Fargo,Financials,Diversified Banks,USD,2020-10-21 02:46:36.159667
WELL,stock,Welltower Inc.,Real Estate,Health Care REITs,USD,2020-10-21 02:46:36.159667
WST,stock,West Pharmaceutical Services,Health Care,Health Care Supplies,USD,2020-10-21 02:46:36.159667
WDC,stock,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",USD,2020-10-21 02:46:36.159667
WU,stock,Western Union Co,Information Technology,Data Processing & Outsourced Services,USD,2020-10-21 02:46:36.159667
WRK,stock,WestRock,Materials,Paper Packaging,USD,2020-10-21 02:46:36.159667
WY,stock,Weyerhaeuser,Real Estate,Specialized REITs,USD,2020-10-21 02:46:36.159667
WHR,stock,Whirlpool Corp.,Consumer Discretionary,Household Appliances,USD,2020-10-21 02:46:36.159667
WMB,stock,Williams Companies,Energy,Oil & Gas Storage & Transportation,USD,2020-10-21 02:46:36.159667
WLTW,stock,Willis Towers Watson,Financials,Insurance Brokers,USD,2020-10-21 02:46:36.159667
WYNN,stock,Wynn Resorts Ltd,Consumer Discretionary,Casinos & Gaming,USD,2020-10-21 02:46:36.159667
XEL,stock,Xcel Energy Inc,Utilities,Multi-Utilities,USD,2020-10-21 02:46:36.159667
XRX,stock,Xerox,Information Technology,"Technology Hardware, Storage & Peripherals",USD,2020-10-21 02:46:36.159667
XLNX,stock,Xilinx,Information Technology,Semiconductors,USD,2020-10-21 02:46:36.159667
XYL,stock,Xylem Inc.,Industrials,Industrial Machinery,USD,2020-10-21 02:46:36.159667
YUM,stock,Yum! Brands Inc,Consumer Discretionary,Restaurants,USD,2020-10-21 02:46:36.159667
ZBRA,stock,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,USD,2020-10-21 02:46:36.159667
ZBH,stock,Zimmer Biomet Holdings,Health Care,Health Care Equipment,USD,2020-10-21 02:46:36.159667
ZION,stock,Zions Bancorp,Financials,Regional Banks,USD,2020-10-21 02:46:36.159667
ZTS,stock,Zoetis,Health Care,Pharmaceuticals,USD,2020-10-21 02:46:36.159667
